1542135330.62019 | #LOG_START           | ===
1542136067.35741 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136067.55820 | COOLANT_TEMP         | 68 degC
1542136067.76502 | INTAKE_PRESSURE      | 85 kilopascal
1542136067.98846 | RPM                  | 2618.0 revolutions_per_minute
1542136068.19642 | SPEED                | 21 kph
1542136068.42185 | INTAKE_TEMP          | 31 degC
1542136068.42325 | #FRAME_END           | ---
1542136068.92437 | #FRAME_START         | ---
1542136068.95103 | ELM_VOLTAGE          | N/V
1542136069.16589 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136069.38116 | COOLANT_TEMP         | 68 degC
1542136069.60436 | INTAKE_PRESSURE      | 100 kilopascal
1542136069.82746 | RPM                  | 2083.0 revolutions_per_minute
1542136070.03544 | SPEED                | 28 kph
1542136070.24487 | INTAKE_TEMP          | 32 degC
1542136070.24619 | #FRAME_END           | ---
1542136070.74975 | #FRAME_START         | ---
1542136070.79122 | ELM_VOLTAGE          | N/V
1542136071.00553 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136071.22152 | COOLANT_TEMP         | 68 degC
1542136071.44410 | INTAKE_PRESSURE      | 40 kilopascal
1542136071.66729 | RPM                  | 2811.0 revolutions_per_minute
1542136071.89120 | SPEED                | 37 kph
1542136072.10065 | INTAKE_TEMP          | 32 degC
1542136072.10198 | #FRAME_END           | ---
1542136072.60319 | #FRAME_START         | ---
1542136072.63094 | ELM_VOLTAGE          | N/V
1542136072.84529 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136073.06061 | COOLANT_TEMP         | 68 degC
1542136073.26751 | INTAKE_PRESSURE      | 33 kilopascal
1542136073.49090 | RPM                  | 2054.0 revolutions_per_minute
1542136073.69877 | SPEED                | 39 kph
1542136073.92421 | INTAKE_TEMP          | 32 degC
1542136073.92552 | #FRAME_END           | ---
1542136074.42665 | #FRAME_START         | ---
1542136074.45093 | ELM_VOLTAGE          | N/V
1542136074.66890 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136074.88412 | COOLANT_TEMP         | 68 degC
1542136075.09127 | INTAKE_PRESSURE      | 79 kilopascal
1542136075.31463 | RPM                  | 2138.0 revolutions_per_minute
1542136075.52254 | SPEED                | 41 kph
1542136075.74791 | INTAKE_TEMP          | 32 degC
1542136075.74919 | #FRAME_END           | ---
1542136076.25283 | #FRAME_START         | ---
1542136076.28110 | ELM_VOLTAGE          | N/V
1542136076.49288 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136076.70781 | COOLANT_TEMP         | 68 degC
1542136076.91507 | INTAKE_PRESSURE      | 64 kilopascal
1542136077.13822 | RPM                  | 2383.0 revolutions_per_minute
1542136077.34673 | SPEED                | 45 kph
1542136077.55625 | INTAKE_TEMP          | 32 degC
1542136077.55762 | #FRAME_END           | ---
1542136078.05879 | #FRAME_START         | ---
1542136078.09101 | ELM_VOLTAGE          | N/V
1542136078.30061 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136078.51611 | COOLANT_TEMP         | 68 degC
1542136078.73829 | INTAKE_PRESSURE      | 21 kilopascal
1542136078.96251 | RPM                  | 2302.0 revolutions_per_minute
1542136079.18637 | SPEED                | 43 kph
1542136079.39593 | INTAKE_TEMP          | 32 degC
1542136079.39735 | #FRAME_END           | ---
1542136079.89847 | #FRAME_START         | ---
1542136079.93101 | ELM_VOLTAGE          | N/V
1542136080.14032 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136080.35599 | COOLANT_TEMP         | 68 degC
1542136080.56288 | INTAKE_PRESSURE      | 29 kilopascal
1542136080.78621 | RPM                  | 2234.0 revolutions_per_minute
1542136081.01021 | SPEED                | 42 kph
1542136081.21985 | INTAKE_TEMP          | 32 degC
1542136081.22123 | #FRAME_END           | ---
1542136081.72486 | #FRAME_START         | ---
1542136081.76103 | ELM_VOLTAGE          | N/V
1542136081.98002 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136082.19695 | COOLANT_TEMP         | 68 degC
1542136082.41851 | INTAKE_PRESSURE      | 23 kilopascal
1542136082.64186 | RPM                  | 2156.0 revolutions_per_minute
1542136082.84984 | SPEED                | 40 kph
1542136083.07526 | INTAKE_TEMP          | 32 degC
1542136083.07665 | #FRAME_END           | ---
1542136083.57784 | #FRAME_START         | ---
1542136083.61101 | ELM_VOLTAGE          | N/V
1542136083.81955 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136084.03544 | COOLANT_TEMP         | 68 degC
1542136084.25838 | INTAKE_PRESSURE      | 21 kilopascal
1542136084.49661 | RPM                  | 1952.0 revolutions_per_minute
1542136084.72152 | SPEED                | 37 kph
1542136084.94692 | INTAKE_TEMP          | 32 degC
1542136084.94834 | #FRAME_END           | ---
1542136085.44957 | #FRAME_START         | ---
1542136085.48095 | ELM_VOLTAGE          | N/V
1542136085.70700 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136085.92229 | COOLANT_TEMP         | 68 degC
1542136086.14558 | INTAKE_PRESSURE      | 22 kilopascal
1542136086.36868 | RPM                  | 1767.0 revolutions_per_minute
1542136086.59261 | SPEED                | 33 kph
1542136086.81795 | INTAKE_TEMP          | 31 degC
1542136086.81928 | #FRAME_END           | ---
1542136087.32531 | #FRAME_START         | ---
1542136087.36094 | ELM_VOLTAGE          | N/V
1542136087.57869 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136087.81015 | COOLANT_TEMP         | 68 degC
1542136088.03436 | INTAKE_PRESSURE      | 50 kilopascal
1542136088.25638 | RPM                  | 1749.0 revolutions_per_minute
1542136088.48038 | SPEED                | 33 kph
1542136088.68986 | INTAKE_TEMP          | 32 degC
1542136088.69120 | #FRAME_END           | ---
1542136089.19233 | #FRAME_START         | ---
1542136089.22095 | ELM_VOLTAGE          | N/V
1542136089.43444 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136089.64957 | COOLANT_TEMP         | 68 degC
1542136089.87271 | INTAKE_PRESSURE      | 68 kilopascal
1542136090.09613 | RPM                  | 1932.0 revolutions_per_minute
1542136090.32009 | SPEED                | 37 kph
1542136090.54545 | INTAKE_TEMP          | 32 degC
1542136090.54675 | #FRAME_END           | ---
1542136091.04787 | #FRAME_START         | ---
1542136091.08099 | ELM_VOLTAGE          | N/V
1542136091.30607 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136091.52128 | COOLANT_TEMP         | 68 degC
1542136091.74440 | INTAKE_PRESSURE      | 71 kilopascal
1542136091.96772 | RPM                  | 2152.0 revolutions_per_minute
1542136092.19166 | SPEED                | 41 kph
1542136092.40121 | INTAKE_TEMP          | 32 degC
1542136092.40252 | #FRAME_END           | ---
1542136092.90994 | #FRAME_START         | ---
1542136092.95104 | ELM_VOLTAGE          | N/V
1542136093.16193 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136093.37840 | COOLANT_TEMP         | 67 degC
1542136093.60033 | INTAKE_PRESSURE      | 57 kilopascal
1542136093.82394 | RPM                  | 2289.0 revolutions_per_minute
1542136094.04783 | SPEED                | 44 kph
1542136094.25741 | INTAKE_TEMP          | 32 degC
1542136094.25878 | #FRAME_END           | ---
1542136094.75976 | #FRAME_START         | ---
1542136094.79096 | ELM_VOLTAGE          | N/V
1542136095.00175 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136095.21725 | COOLANT_TEMP         | 68 degC
1542136095.44041 | INTAKE_PRESSURE      | 54 kilopascal
1542136095.66367 | RPM                  | 1735.0 revolutions_per_minute
1542136095.87158 | SPEED                | 44 kph
1542136096.09706 | INTAKE_TEMP          | 32 degC
1542136096.09843 | #FRAME_END           | ---
1542136096.59955 | #FRAME_START         | ---
1542136096.63183 | ELM_VOLTAGE          | N/V
1542136096.85734 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136097.08888 | COOLANT_TEMP         | 68 degC
1542136097.31227 | INTAKE_PRESSURE      | 53 kilopascal
1542136097.53541 | RPM                  | 1786.0 revolutions_per_minute
1542136097.75926 | SPEED                | 45 kph
1542136097.98478 | INTAKE_TEMP          | 32 degC
1542136097.98620 | #FRAME_END           | ---
1542136098.49013 | #FRAME_START         | ---
1542136098.53108 | ELM_VOLTAGE          | N/V
1542136098.76027 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136098.97747 | COOLANT_TEMP         | 67 degC
1542136099.20089 | INTAKE_PRESSURE      | 77 kilopascal
1542136099.43898 | RPM                  | 1880.0 revolutions_per_minute
1542136099.66290 | SPEED                | 48 kph
1542136099.88847 | INTAKE_TEMP          | 33 degC
1542136099.88994 | #FRAME_END           | ---
1542136100.39119 | #FRAME_START         | ---
1542136100.42121 | ELM_VOLTAGE          | N/V
1542136100.63304 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136100.84842 | COOLANT_TEMP         | 67 degC
1542136101.07143 | INTAKE_PRESSURE      | 81 kilopascal
1542136101.29466 | RPM                  | 2020.0 revolutions_per_minute
1542136101.51853 | SPEED                | 51 kph
1542136101.72810 | INTAKE_TEMP          | 33 degC
1542136101.72947 | #FRAME_END           | ---
1542136102.23076 | #FRAME_START         | ---
1542136102.26109 | ELM_VOLTAGE          | N/V
1542136102.47233 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136102.68738 | COOLANT_TEMP         | 67 degC
1542136102.89455 | INTAKE_PRESSURE      | 67 kilopascal
1542136103.11781 | RPM                  | 2127.0 revolutions_per_minute
1542136103.32580 | SPEED                | 54 kph
1542136103.55117 | INTAKE_TEMP          | 33 degC
1542136103.55249 | #FRAME_END           | ---
1542136104.05805 | #FRAME_START         | ---
1542136104.10121 | ELM_VOLTAGE          | N/V
1542136104.31213 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136104.52722 | COOLANT_TEMP         | 67 degC
1542136104.75094 | INTAKE_PRESSURE      | 51 kilopascal
1542136104.97361 | RPM                  | 2169.0 revolutions_per_minute
1542136105.18150 | SPEED                | 55 kph
1542136105.39104 | INTAKE_TEMP          | 33 degC
1542136105.39236 | #FRAME_END           | ---
1542136105.89347 | #FRAME_START         | ---
1542136105.92094 | ELM_VOLTAGE          | N/V
1542136106.13558 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136106.35076 | COOLANT_TEMP         | 68 degC
1542136106.57399 | INTAKE_PRESSURE      | 24 kilopascal
1542136106.79725 | RPM                  | 2096.0 revolutions_per_minute
1542136107.00519 | SPEED                | 53 kph
1542136107.23069 | INTAKE_TEMP          | 33 degC
1542136107.23200 | #FRAME_END           | ---
1542136107.73314 | #FRAME_START         | ---
1542136107.76096 | ELM_VOLTAGE          | N/V
1542136107.97527 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136108.19072 | COOLANT_TEMP         | 68 degC
1542136108.41359 | INTAKE_PRESSURE      | 38 kilopascal
1542136108.63691 | RPM                  | 2061.0 revolutions_per_minute
1542136108.86086 | SPEED                | 52 kph
1542136109.08630 | INTAKE_TEMP          | 33 degC
1542136109.08761 | #FRAME_END           | ---
1542136109.58878 | #FRAME_START         | ---
1542136109.62094 | ELM_VOLTAGE          | N/V
1542136109.83110 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136110.04628 | COOLANT_TEMP         | 68 degC
1542136110.27007 | INTAKE_PRESSURE      | 35 kilopascal
1542136110.49321 | RPM                  | 2067.0 revolutions_per_minute
1542136110.71722 | SPEED                | 52 kph
1542136110.94258 | INTAKE_TEMP          | 32 degC
1542136110.94395 | #FRAME_END           | ---
1542136111.44514 | #FRAME_START         | ---
1542136111.47096 | ELM_VOLTAGE          | N/V
1542136111.68682 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136111.90242 | COOLANT_TEMP         | 68 degC
1542136112.12548 | INTAKE_PRESSURE      | 34 kilopascal
1542136112.34882 | RPM                  | 2055.0 revolutions_per_minute
1542136112.55669 | SPEED                | 52 kph
1542136112.78228 | INTAKE_TEMP          | 32 degC
1542136112.78366 | #FRAME_END           | ---
1542136113.28481 | #FRAME_START         | ---
1542136113.31119 | ELM_VOLTAGE          | N/V
1542136113.52654 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136113.74212 | COOLANT_TEMP         | 68 degC
1542136113.96520 | INTAKE_PRESSURE      | 34 kilopascal
1542136114.18861 | RPM                  | 2071.0 revolutions_per_minute
1542136114.41259 | SPEED                | 52 kph
1542136114.63787 | INTAKE_TEMP          | 32 degC
1542136114.63929 | #FRAME_END           | ---
1542136115.14598 | #FRAME_START         | ---
1542136115.18101 | ELM_VOLTAGE          | N/V
1542136115.39826 | FUEL_STATUS          | ('Closed loop, using oxygen sensor feedback to determine fuel mix', '')
1542136115.61379 | COOLANT_TEMP         | 68 degC
1542136115.83692 | INTAKE_PRESSURE      | 28 kilopascal
1542136116.06034 | RPM                  | 2067.0 revolutions_per_minute
1542136116.28416 | SPEED                | 52 kph
1542136116.50985 | INTAKE_TEMP          | 32 degC
1542136116.51127 | #FRAME_END           | ---
1542136117.01237 | #FRAME_START         | ---
1542136117.04094 | ELM_VOLTAGE          | N/V
1542136117.26998 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136117.48702 | COOLANT_TEMP         | 68 degC
1542136117.70858 | INTAKE_PRESSURE      | 21 kilopascal
1542136117.93186 | RPM                  | 2005.0 revolutions_per_minute
1542136118.15576 | SPEED                | 51 kph
1542136118.38074 | INTAKE_TEMP          | 32 degC
1542136118.38207 | #FRAME_END           | ---
1542136118.88321 | #FRAME_START         | ---
1542136118.91096 | ELM_VOLTAGE          | N/V
1542136119.12540 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136119.35659 | COOLANT_TEMP         | 68 degC
1542136119.57972 | INTAKE_PRESSURE      | 30 kilopascal
1542136119.80310 | RPM                  | 1041.0 revolutions_per_minute
1542136120.02690 | SPEED                | 46 kph
1542136120.25241 | INTAKE_TEMP          | 32 degC
1542136120.25371 | #FRAME_END           | ---
1542136120.75806 | #FRAME_START         | ---
1542136120.80119 | ELM_VOLTAGE          | N/V
1542136121.02901 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136121.25932 | COOLANT_TEMP         | 68 degC
1542136121.48363 | INTAKE_PRESSURE      | 19 kilopascal
1542136121.70676 | RPM                  | 2119.0 revolutions_per_minute
1542136121.93063 | SPEED                | 40 kph
1542136122.15602 | INTAKE_TEMP          | 32 degC
1542136122.15735 | #FRAME_END           | ---
1542136122.65848 | #FRAME_START         | ---
1542136122.69094 | ELM_VOLTAGE          | N/V
1542136122.91675 | FUEL_STATUS          | ('Open loop due to engine load OR fuel cut due to deceleration', '')
1542136123.13199 | COOLANT_TEMP         | 68 degC
1542136123.35501 | INTAKE_PRESSURE      | 21 kilopascal
1542136123.57840 | RPM                  | 1879.0 revolutions_per_minute
1542136123.80236 | SPEED                | 35 kph
1542136124.02768 | INTAKE_TEMP          | 32 degC
1542136124.02899 | #FRAME_END           | ---
